Shipment Attribution,Barcode,Quantity Remaining,MRP,Cost Price,Minimum Price,Shelf Score,Date of Shelving,Expiry Date
240416AA,9320526500374,434,215.58,185.99,195.2895,0.8739404770934466,2024-04-16,2024-11-08
240416AB,6768130244551,243,418.41,287.93,302.3265,0.69500268255914,2024-04-16,2025-11-09
240416AC,1110475018705,269,83.67,61.82,64.911,0.8273026315789473,2024-04-16,2024-05-24
240416AD,7111402598169,0,253.79,208.71,219.14550000000003,0.9402832238638813,2024-04-16,2025-12-14
240423EA,7417081143053,16,46.68,29.95,31.4475,0.7177614320480704,2024-04-23,2025-12-12
240423EB,3046223091366,15,373.29,234.97,246.7185,0.9429317657869746,2024-04-23,2025-09-26
240423EC,9320526500374,407,215.58,145.2,152.46,0.8858364960022993,2024-04-23,2025-12-12
240423ED,3801660182303,379,355.28,316.13,331.9365,0.7958692379568106,2024-04-23,2025-12-16
241212DA,2974785865598,435,311.37,262.47,275.59350000000006,0.9998769104935741,2024-12-12,2025-04-22
241212DB,4264705587768,423,305.69,251.03,263.5815,0.9990234375,2024-12-12,2025-05-14
241212DC,5966087203573,381,467.15,335.39,352.1595,0.9999923706054688,2024-12-12,2026-04-22
240908AA,8118777908898,263,28.11,17.21,18.070500000000003,0.7955999010391818,2024-09-08,2025-01-17
240604CA,3019733334840,376,160.71,100.18,105.18900000000001,0.7504888157935659,2024-06-04,2026-02-22
240216CA,7909647285748,119,435.69,290.55,305.07750000000004,0.43843072767001917,2024-02-16,2024-11-03
240216CB,2005707746631,133,488.48,323.32,339.486,0.5667078354779411,2024-02-16,2025-01-04
240216CC,9792841352355,402,76.59,57.27,60.133500000000005,0.6509144700418308,2024-02-16,2025-07-08
240127EA,3000161243260,328,242.45,150.46,157.983,0.0,2024-01-27,2023-12-06
240127EB,6874779065864,298,413.01,323.58,339.759,0.2881052713136415,2024-01-27,2025-01-31
240127EC,5756935329189,458,412.49,284.7,298.935,0.40020161290322576,2024-01-27,2024-03-29
240127ED,7438552944490,40,215.26,161.23,169.29149999999998,0.8325688073394495,2024-01-27,2024-05-15
240127EE,9471443645365,241,492.25,355.62,373.401,0.38636363636363635,2024-01-27,2024-03-22
241129AA,9471443645365,248,492.25,440.18,462.189,0.9999999850988388,2024-11-29,2024-12-06
241129AB,8493556002921,262,403.34,323.06,339.213,0.9946351192028225,2024-11-29,2026-03-10
241129AC,7118631998839,402,114.2,71.89,75.4845,0.9998856231945903,2024-11-29,2025-03-28
241129AD,7534112261015,148,295.41,236.5,248.32500000000002,0.9999706414144044,2024-11-29,2026-04-10
241129AE,8060776080538,227,432.33,317.99,333.8895,0.9918077534642713,2024-11-29,2025-09-15
240116DA,7909647285748,464,435.69,336.86,353.70300000000003,0.2681291852678572,2024-01-16,2024-10-22
240122CA,1081846168108,202,431.55,275.1,288.855,0.256860625877809,2024-01-22,2024-07-18
240122CB,8295015923248,264,460.74,384.93,404.17650000000003,0.44949195168235084,2024-01-22,2025-04-06
241007CA,3801660182303,378,355.28,256.24,269.052,0.9429913566432944,2024-10-07,2025-12-20
241007CB,1440710811309,32,25.28,16.92,17.766000000000002,0.9997402347930491,2024-10-07,2025-07-26
241007CC,1366803933780,175,220.48,146.04,153.34199999999998,0.9963717990451388,2024-10-07,2024-12-18
240109AA,8562587170545,83,327.95,276.54,290.367,0.33333333333333337,2024-01-09,2024-01-15
240109AB,1319495204239,136,478.65,330.2,346.71,0.6006373355263158,2024-01-09,2024-10-01
240109AC,5334981206381,113,328.76,294.78,309.519,0.643704283471201,2024-01-09,2025-06-02
240526EA,3000161243260,152,242.45,213.03,223.6815,0.7858907200346057,2024-05-26,2024-10-22
240526EB,3348353436381,431,337.58,297.42,312.29100000000005,0.7374816208742978,2024-05-26,2024-08-23
240526EC,3348353436381,300,337.58,250.74,263.27700000000004,0.9005342741034397,2024-05-26,2025-08-06
240526ED,7477584351590,413,309.82,273.19,286.84950000000003,0.755791216011507,2024-05-26,2024-11-08
240526EE,4264705587768,232,305.69,219.02,229.97100000000003,0.5776209677419355,2024-05-26,2024-07-27
240903CA,7111402598169,207,253.79,181.4,190.47000000000003,0.7440620212379945,2024-09-03,2024-12-21
240903CB,8493556002921,270,403.34,334.02,350.721,0.9954806442577315,2024-09-03,2025-05-02
240623BA,8295015923248,164,460.74,394.08,413.784,0.5152301247785931,2024-06-23,2025-02-25
240623BB,1904792486473,84,485.11,405.27,425.5335,0.8023733727519831,2024-06-23,2025-09-23
240623BC,5756935329189,316,412.49,361.76,379.848,0.9940776081828329,2024-06-23,2026-03-01
240623BD,1366803933780,0,220.48,185.93,195.22650000000002,0.9406694344111852,2024-06-23,2025-03-23
240623BE,9341222702392,397,207.46,167.37,175.73850000000002,0.8708570067946976,2024-06-23,2026-02-05
241225BA,9471443645365,193,492.25,426.61,447.94050000000004,0.9999998807907104,2024-12-25,2026-05-19
241225BB,4243802214885,283,321.05,281.65,295.7325,0.9999923706054688,2024-12-25,2026-06-11
241225BC,3442852944505,254,240.4,214.54,225.267,0.9990234375,2024-12-25,2025-07-18
241225BD,4243802214885,321,321.05,270.88,284.42400000000004,0.0,2024-12-25,2024-10-13
241219EA,9679955033493,74,31.17,19.87,20.863500000000002,0.99993896484375,2024-12-19,2025-05-16
241219EB,7438552944490,155,215.26,144.37,151.5885,0.9999990463256836,2024-12-19,2026-06-29
240411DA,3000161243260,194,242.45,216.04,226.842,0.0,2024-04-11,2024-01-07
240411DB,1081846168108,58,431.55,287.01,301.3605,0.7439946913181391,2024-04-11,2025-01-02
240411DC,6768130244551,217,418.41,271.28,284.844,0.7010813838726766,2024-04-11,2025-06-29
240411DD,1374644357806,319,202.07,149.64,157.12199999999999,0.887458000926004,2024-04-11,2025-10-15
240802DA,5524031117940,146,310.66,197.34,207.20700000000002,0.0,2024-08-02,2024-05-28
240802DB,5723787941699,122,292.84,260.57,273.5985,0.0,2024-08-02,2024-06-30
240802DC,8295015923248,50,460.74,294.73,309.46650000000005,0.8914515282496933,2024-08-02,2025-11-29
240802DD,5524031117940,183,310.66,247.99,260.3895,0.763097683333124,2024-08-02,2025-06-09
240214CA,7193208938982,411,75.87,46.76,49.098,0.7661660739353725,2024-02-14,2025-12-17
240214CB,4887387328514,312,59.52,37.0,38.85,0.7222403518816564,2024-02-14,2025-03-02
240214CC,7909647285748,127,435.69,261.95,275.0475,0.0,2024-02-14,2024-01-07
240214CD,2005707746631,306,488.48,363.38,381.54900000000004,0.4192216981132076,2024-02-14,2024-05-30
241103CA,2168494776151,124,308.87,194.13,203.8365,0.9803129793879038,2024-11-03,2026-03-19
241103CB,7009664627837,226,292.8,199.27,209.23350000000002,0.8935166111698857,2024-11-03,2025-02-19
240821CA,3270110394259,343,276.68,208.13,218.53650000000002,0.9725065707339683,2024-08-21,2026-03-25
240821CB,2676489428461,312,56.63,49.5,51.975,0.9818094544491525,2024-08-21,2025-04-14
240821CC,9099746266551,309,445.68,354.25,371.96250000000003,0.957247864966299,2024-08-21,2025-08-13
240821CD,9882839546088,278,245.8,205.08,215.33400000000003,0.981631685731199,2024-08-21,2026-02-23
240821CE,4426249772873,325,50.01,42.23,44.341499999999996,0.9889923878205128,2024-08-21,2025-09-15
240607DA,4264705587768,392,305.69,191.89,201.4845,0.9414104055851064,2024-06-07,2025-09-20
240802CA,9133603908014,219,348.85,236.44,248.262,0.9984900841346154,2024-08-02,2024-12-10
240802CB,8952577124826,230,112.68,89.54,94.01700000000001,0.9868645601494368,2024-08-02,2025-10-06
240802CC,8986011122048,7,148.61,101.94,107.037,0.982304354748094,2024-08-02,2026-05-28
240802CD,9471443645365,82,492.25,300.08,315.084,0.998085702300831,2024-08-02,2025-11-16
240802CE,4266329572283,340,494.87,388.49,407.91450000000003,0.9979062680844908,2024-08-02,2025-09-11
240429BA,1530281751828,223,174.5,143.42,150.59099999999998,0.0,2024-04-29,2024-03-25
240429BB,9792841352355,292,76.59,57.97,60.868500000000004,0.7830038265306123,2024-04-29,2024-11-11
240429BC,1440710811309,71,25.28,20.68,21.714000000000002,0.78094662560357,2024-04-29,2025-04-06
240429BD,4799124724315,206,181.18,118.75,124.6875,0.9450367636028706,2024-04-29,2026-02-09
240123EA,8562587170545,414,327.95,204.7,214.935,0.6369700292397661,2024-01-23,2024-07-12
240123EB,7477584351590,375,309.82,229.72,241.20600000000002,0.27552740257906627,2024-01-23,2024-09-28
240123EC,4266329572283,90,494.87,413.3,433.96500000000003,0.5714285714285714,2024-01-23,2024-05-21
240528AA,7442652072221,125,325.21,234.31,246.02550000000002,0.998046875,2024-05-28,2024-06-18
240528AB,3442852944505,213,240.4,210.0,220.5,0.0,2024-05-28,2024-05-15
240528AC,7118631998839,31,114.2,95.88,100.67399999999999,0.0,2024-05-28,2024-03-08
240528AD,2764870889303,67,485.66,433.35,455.01750000000004,0.8764962332589286,2024-05-28,2024-08-06
240528AE,8986011122048,164,148.61,95.14,99.897,0.0,2024-05-28,2024-05-04
240811EA,9133603908014,24,348.85,252.05,264.65250000000003,0.9670351995091859,2024-08-11,2025-06-01
240811EB,8562587170545,169,327.95,249.9,262.39500000000004,0.8758050707426477,2024-08-11,2025-08-22
240811EC,7111402598169,67,253.79,187.27,196.63350000000003,0.8613589261029218,2024-08-11,2026-03-26
240320EA,2668380592920,199,425.92,358.23,376.1415,0.34945922031580845,2024-03-20,2025-02-04
240320EB,7909647285748,184,435.69,368.66,387.093,0.8858235020791331,2024-03-20,2025-06-28
240320EC,3801660182303,268,355.28,242.7,254.835,0.7738370304201012,2024-03-20,2025-11-23
240608BA,4799124724315,313,181.18,156.97,164.8185,0.8172347671107242,2024-06-08,2024-11-26
241223CA,4426249772873,336,50.01,39.32,41.286,0.9999990463256836,2024-12-23,2026-04-02
241223CB,1885386949733,438,55.98,35.37,37.1385,0.0,2024-12-23,2024-11-25
241223CC,8068700962471,35,308.95,196.12,205.92600000000002,0.999969482421875,2024-12-23,2026-05-16
241223CD,4266329572283,84,494.87,388.34,407.757,0.9990234375,2024-12-23,2025-08-22
241223CE,8986011122048,166,148.61,106.3,111.615,0.0,2024-12-23,2024-11-28
240226CA,8650517934553,434,363.42,227.24,238.60200000000003,0.8048394097222222,2024-02-26,2024-05-26
240829DA,9099746266551,404,445.68,279.79,293.77950000000004,0.0,2024-08-29,2024-06-29
240829DB,1489716693439,343,397.04,314.63,330.36150000000004,0.6898403056183754,2024-08-29,2025-02-16
241225AA,4264705587768,276,305.69,253.99,266.6895,0.999969482421875,2024-12-25,2025-04-22
240117BA,4243802214885,110,321.05,222.59,233.7195,0.21325268388605445,2024-01-17,2024-06-12
240117BB,2764870889303,39,485.66,360.52,378.546,0.712637137028082,2024-01-17,2025-11-06
240117BC,7784851719923,209,21.64,13.73,14.416500000000001,0.2938942649147727,2024-01-17,2024-08-24
240117BD,1887140245119,135,47.43,37.72,39.606,0.5021038469243098,2024-01-17,2025-06-07
240117BE,7442652072221,302,325.21,249.65,262.1325,0.6842105263157895,2024-01-17,2024-02-05
241226BA,6768130244551,16,418.41,370.24,388.752,0.9990234375,2024-12-26,2025-05-18
240102CA,5656234314111,170,497.03,380.92,399.966,0.7801769896305326,2024-01-02,2025-10-10
240102CB,8118777908898,251,28.11,17.66,18.543,0.5076481038002512,2024-01-02,2024-07-19
240102CC,3922480347697,174,341.62,280.48,294.504,0.6852474141210205,2024-01-02,2025-06-19
240102CD,2646305542863,406,83.69,66.95,70.2975,0.6726902173913043,2024-01-02,2024-04-26
240427BA,3046223091366,166,373.29,332.28,348.894,0.7972906625399026,2024-04-27,2025-08-05
240427BB,8295015923248,65,460.74,288.09,302.49449999999996,0.7335348690257353,2024-04-27,2024-11-17
240427BC,8295015923248,78,460.74,386.93,406.2765,0.6930200664568147,2024-04-27,2025-08-18
240427BD,5966087203573,267,467.15,343.46,360.633,0.4070855690730558,2024-04-27,2024-12-24
240427BE,7438552944490,246,215.26,130.45,136.9725,0.9243769186926305,2024-04-27,2025-04-05
240309BA,6400454451965,17,424.14,366.62,384.951,0.7326975855334051,2024-03-09,2024-12-24
240309BB,8118777908898,383,28.11,22.72,23.855999999999998,0.6239463823068961,2024-03-09,2025-06-03
240309BC,9550889811760,246,480.18,417.88,438.774,0.7476277758308261,2024-03-09,2025-06-09
240520AA,3922480347697,134,341.62,240.1,252.10500000000002,0.0,2024-05-20,2024-02-21
240520AB,9341222702392,104,207.46,153.83,161.52150000000003,0.0,2024-05-20,2024-04-29
240520AC,3046223091366,118,373.29,249.26,261.723,0.6084280303030303,2024-05-20,2024-07-25
240722EA,3801660182303,72,355.28,274.62,288.351,0.8488420758928572,2024-07-22,2024-08-26
240722EB,7909647285748,145,435.69,341.66,358.74300000000005,0.9994994595519497,2024-07-22,2025-07-08
240104EA,4264705587768,260,305.69,216.52,227.34600000000003,0.3941203928439417,2024-01-04,2025-06-22
240104EB,5112203895591,263,92.99,82.75,86.8875,0.5091203363930307,2024-01-04,2025-05-10
240104EC,9471443645365,381,492.25,438.83,460.7715,0.3465292265920928,2024-01-04,2024-11-29
240104ED,5656234314111,277,497.03,373.31,391.9755,0.6604382478738133,2024-01-04,2024-08-28
241207DA,2668380592920,335,425.92,343.0,360.15000000000003,0.9999923706054688,2024-12-07,2026-05-25
240914CA,5966087203573,273,467.15,338.77,355.7085,0.9955073003168706,2024-09-14,2025-02-04
240914CB,4852979716602,16,53.02,40.59,42.6195,0.994641186596753,2024-09-14,2025-08-13
240914CC,1319495204239,72,478.65,380.85,399.89250000000004,0.9705529850434492,2024-09-14,2025-03-20
240716EA,7442652072221,385,325.21,265.9,279.195,0.9990234375,2024-07-16,2024-07-21
240716EB,5334981206381,204,328.76,243.11,255.26550000000003,0.9041889672753988,2024-07-16,2025-09-21
240908DA,3801660182303,341,355.28,302.02,317.121,0.9090395645356514,2024-09-08,2024-11-18
240908DB,6079913241894,135,479.81,328.45,344.8725,0.8518855513336929,2024-09-08,2025-12-01
240908DC,9099746266551,268,445.68,399.85,419.84250000000003,0.9678141282819737,2024-09-08,2025-12-21
240827BA,5723787941699,305,292.84,244.28,256.494,0.9998454121710028,2024-08-27,2024-12-08
240827BB,7417081143053,412,46.68,40.76,42.798,0.9729767993644431,2024-08-27,2026-02-18
240827BC,4243802214885,209,321.05,212.68,223.31400000000002,0.9987879369165991,2024-08-27,2025-09-16
240827BD,2764870889303,192,485.66,374.96,393.70799999999997,0.9481572018393987,2024-08-27,2024-11-14
240827BE,7009664627837,62,292.8,202.73,212.8665,0.8327696613062208,2024-08-27,2024-12-12
240729CA,4243802214885,56,321.05,224.88,236.124,0.9815973209429391,2024-07-29,2026-02-02
240729CB,1530281751828,333,174.5,134.94,141.687,0.99334716796875,2024-07-29,2024-08-18
240823AA,2168494776151,138,308.87,207.14,217.49699999999999,0.9216220983477871,2024-08-23,2025-03-20
240823AB,8952577124826,99,112.68,75.27,79.0335,0.7116611220619895,2024-08-23,2025-02-15
240823AC,7111402598169,88,253.79,185.51,194.78549999999998,0.9999614617763422,2024-08-23,2025-09-17
240823AD,5524031117940,441,310.66,265.11,278.36550000000005,0.9906867532169118,2024-08-23,2024-09-09
241014EA,4887387328514,410,59.52,52.12,54.726,0.9944997363620334,2024-10-14,2025-12-20
241014EB,5334981206381,410,328.76,275.43,289.2015,0.9999847412109375,2024-10-14,2025-08-28
241014EC,1081846168108,115,431.55,322.26,338.373,0.9952545166015625,2024-10-14,2025-05-10
241014ED,9341222702392,318,207.46,124.87,131.11350000000002,0.9404404838130159,2024-10-14,2025-12-12
241014EE,9133603908014,366,348.85,288.67,303.10350000000005,0.99212646484375,2024-10-14,2026-03-10
240129DA,7009664627837,219,292.8,185.09,194.3445,0.6549262018239453,2024-01-29,2024-10-22
240129DB,6874779065864,54,413.01,288.65,303.0825,0.48416732594936707,2024-01-29,2025-02-27
240129DC,9550889811760,250,480.18,424.39,445.6095,0.24739251620527627,2024-01-29,2024-08-23
240305AA,1904792486473,169,485.11,299.69,314.6745,0.6228047402252055,2024-03-05,2025-05-05
240305AB,4852979716602,327,53.02,34.71,36.4455,0.6723484848484849,2024-03-05,2024-05-10
240305AC,9550889811760,426,480.18,386.77,406.1085,0.8755846416877389,2024-03-05,2025-07-09
240305AD,7909647285748,281,435.69,391.3,410.865,0.769577173086313,2024-03-05,2024-12-16
240305AE,7009664627837,444,292.8,216.65,227.48250000000002,0.8820650346123069,2024-03-05,2025-05-22
241217CA,9341222702392,57,207.46,176.52,185.34600000000003,0.99993896484375,2024-12-17,2026-07-17
240907CA,2764870889303,210,485.66,405.34,425.60699999999997,0.9742618863971181,2024-09-07,2026-01-17
240907CB,7417081143053,59,46.68,38.25,40.1625,0.9991494739959386,2024-09-07,2026-03-15
240907CC,7111402598169,34,253.79,210.25,220.76250000000002,0.99942811847898,2024-09-07,2026-05-14
240907CD,8060776080538,402,432.33,327.39,343.7595,0.0,2024-09-07,2024-09-06
240907CE,1921407170452,268,121.15,105.81,111.10050000000001,0.0,2024-09-07,2024-08-16
240115EA,5656234314111,270,497.03,397.16,417.01800000000003,0.5621189024390244,2024-01-15,2024-04-06
240115EB,1440710811309,379,25.28,17.13,17.9865,0.5225694444444444,2024-01-15,2024-06-07
240115EC,6079913241894,64,479.81,307.01,322.3605,0.6400412877400716,2024-01-15,2025-11-05
240115ED,3046223091366,269,373.29,242.43,254.5515,0.5095419847328244,2024-01-15,2024-05-25
241019CA,2676489428461,11,56.63,42.26,44.373,0.9884331868976307,2024-10-19,2026-07-08
241019CB,7477584351590,442,309.82,193.83,203.52150000000003,0.9406414555094916,2024-10-19,2025-06-13
241019CC,5966087203573,432,467.15,410.02,430.521,0.0,2024-10-19,2024-08-25
241019CD,4651387619190,179,181.26,143.44,150.612,0.8183959426367702,2024-10-19,2025-05-06
241019CE,8650517934553,231,363.42,266.34,279.657,0.0,2024-10-19,2024-08-05
240918DA,9366403560281,306,398.69,282.73,296.86650000000003,0.9980785211867835,2024-09-18,2025-03-06
240918DB,1921407170452,140,121.15,105.98,111.27900000000001,0.9642285016341332,2024-09-18,2025-09-02
240918DC,8068700962471,149,308.95,200.89,210.93449999999999,0.8711127243543926,2024-09-18,2025-06-30
240918DD,6768130244551,209,418.41,324.38,340.599,0.9959599051364633,2024-09-18,2025-11-22
241129CA,8060776080538,16,432.33,323.57,339.74850000000004,0.9986591794227053,2024-11-29,2026-03-05
241129CB,2646305542863,150,83.69,65.29,68.5545,0.9976961953299386,2024-11-29,2026-07-03
241129CC,4243802214885,290,321.05,266.0,279.3,0.0,2024-11-29,2024-11-17
241129CD,3922480347697,452,341.62,243.07,255.2235,0.9999279391381048,2024-11-29,2026-03-09
241129CE,4651387619190,329,181.26,117.47,123.3435,0.99609375,2024-11-29,2024-12-03
241127DA,8650517934553,436,363.42,288.58,303.009,0.9961392101228546,2024-11-27,2025-12-18
240719AA,1319495204239,264,478.65,395.73,415.51650000000006,0.9816536439003117,2024-07-19,2025-09-13
240719AB,1374644357806,354,202.07,166.58,174.90900000000002,0.9999979719330994,2024-07-19,2024-10-06
240719AC,5334981206381,87,328.76,218.06,228.96300000000002,0.8192010417888134,2024-07-19,2026-01-03
240719AD,8986011122048,91,148.61,94.69,99.4245,0.9494229630270443,2024-07-19,2026-02-26
240719AE,3801660182303,426,355.28,278.05,291.95250000000004,0.6945503342319542,2024-07-19,2025-07-09
240915BA,8118777908898,351,28.11,20.28,21.294,0.4102212229082662,2024-09-15,2024-11-16
240915BB,9882839546088,88,245.8,198.08,207.984,0.9006551106770834,2024-09-15,2024-10-09
241020BA,8952577124826,194,112.68,77.36,81.22800000000001,0.9857598543167114,2024-10-20,2026-03-16
241020BB,2646305542863,20,83.69,73.55,77.2275,0.9994499013665017,2024-10-20,2025-04-16
241020BC,9133603908014,62,348.85,276.12,289.92600000000004,0.979978402115293,2024-10-20,2026-01-30
241020BD,3019733334840,454,160.71,115.5,121.275,0.845962158203125,2024-10-20,2025-06-27
240117CA,7417081143053,427,46.68,31.52,33.096000000000004,0.0,2024-01-17,2023-12-14
240117CB,2005707746631,309,488.48,405.22,425.48100000000005,0.5488636363636363,2024-01-17,2024-03-12
240117CC,7477584351590,266,309.82,193.06,202.71300000000002,0.0,2024-01-17,2023-08-30
240117CD,9679955033493,189,31.17,27.8,29.19,0.0,2024-01-17,2024-01-13
241226DA,1904792486473,281,485.11,341.77,358.8585,0.99951171875,2024-12-26,2026-05-31
241226DB,8068700962471,318,308.95,242.88,255.024,0.9999961853027344,2024-12-26,2025-03-08
240607DA,1110475018705,380,83.67,62.77,65.9085,0.8673475154493221,2024-06-07,2025-06-20
240903CA,1921407170452,286,121.15,92.65,97.28250000000001,0.0,2024-09-03,2024-05-04
241127EA,9133603908014,33,348.85,256.57,269.3985,0.9679223997599877,2024-11-27,2025-11-05
241127EB,3000161243260,405,242.45,184.25,193.4625,0.9869181278140046,2024-11-27,2026-04-27
241231DA,6373646879188,257,289.95,183.47,192.64350000000002,0.9998779296875,2024-12-31,2026-04-27
241231DB,6373646879188,238,289.95,199.54,209.517,0.99993896484375,2024-12-31,2025-04-22
241231DC,2646305542863,237,83.69,60.89,63.9345,0.9999961853027344,2024-12-31,2025-11-09
241206DA,1319495204239,96,478.65,371.77,390.3585,0.9990234375,2024-12-06,2026-02-13
241206DB,8493556002921,243,403.34,276.33,290.1465,0.996086264556309,2024-12-06,2025-03-22
241206DC,4852979716602,352,53.02,33.22,34.881,0.9999759964078491,2024-12-06,2025-11-13
241206DD,3348353436381,428,337.58,298.79,313.72950000000003,0.0,2024-12-06,2024-12-05
240504EA,3348353436381,319,337.58,238.56,250.488,0.6073839502427184,2024-05-04,2024-11-26
240504EB,9366403560281,206,398.69,278.02,291.921,0.8217839806290599,2024-05-04,2025-12-02
240504EC,8650517934553,380,363.42,236.23,248.0415,0.828548089577733,2024-05-04,2025-11-13
240504ED,7909647285748,251,435.69,316.4,332.21999999999997,0.7967262166880802,2024-05-04,2025-05-16
240504EE,5524031117940,176,310.66,217.66,228.543,0.489456787109375,2024-05-04,2024-12-15
241011DA,5573515979800,82,279.12,178.25,187.1625,0.9474487389418847,2024-10-11,2026-02-13
241011DB,3348353436381,136,337.58,230.38,241.899,0.9934998531730808,2024-10-11,2025-01-17
241011DC,9133603908014,136,348.85,210.27,220.78350000000003,0.999748400787809,2024-10-11,2024-12-17
240418EA,7909647285748,437,435.69,339.05,356.00250000000005,0.9291856803725251,2024-04-18,2025-11-04
240418EB,2676489428461,98,56.63,37.83,39.7215,0.9448937821061645,2024-04-18,2025-04-18
240811AA,4799124724315,462,181.18,126.96,133.308,0.944171883467305,2024-08-11,2025-01-31
240503CA,1366803933780,402,220.48,166.03,174.3315,0.7602782235708978,2024-05-03,2025-04-15
240503CB,1319495204239,394,478.65,317.86,333.75300000000004,0.9111959363117871,2024-05-03,2025-10-11
240503CC,5334981206381,200,328.76,268.59,282.0195,0.7609996914123156,2024-05-03,2025-03-21
240523AA,2974785865598,65,311.37,213.82,224.511,0.9579253020109953,2024-05-23,2024-08-12
240523AB,8493556002921,127,403.34,282.83,296.9715,0.5134225027901785,2024-05-23,2024-10-10
240523AC,2668380592920,192,425.92,297.59,312.4695,0.99029296875,2024-05-23,2024-08-06
240523AD,4243802214885,193,321.05,261.35,274.4175,0.42796178017893144,2024-05-23,2024-09-24
240523AE,2974785865598,224,311.37,228.71,240.14550000000003,0.7400632426686531,2024-05-23,2025-02-21
240912CA,3019733334840,73,160.71,119.71,125.6955,0.5723679817762951,2024-09-12,2025-02-08
240912CB,9550889811760,35,480.18,351.59,369.16949999999997,0.991861070905413,2024-09-12,2025-08-14
240912CC,3046223091366,432,373.29,265.61,278.89050000000003,0.9892523662860577,2024-09-12,2025-08-03
240805EA,1489716693439,294,397.04,311.73,327.3165,0.7207188197544643,2024-08-05,2024-12-23
240805EB,8295015923248,52,460.74,278.62,292.55100000000004,0.0,2024-08-05,2024-07-21
240805EC,6874779065864,225,413.01,365.7,383.985,0.9900956380934942,2024-08-05,2025-04-14
240805ED,2668380592920,275,425.92,270.43,283.9515,0.9955512152777778,2024-08-05,2024-08-14
240805EE,9341222702392,76,207.46,156.48,164.304,0.9403969557127365,2024-08-05,2025-06-18
240514DA,9882839546088,100,245.8,174.28,182.994,0.950906097573578,2024-05-14,2025-05-27
240402EA,8650517934553,410,363.42,250.43,262.9515,0.8768404447115385,2024-04-02,2025-03-06
240402EB,5524031117940,362,310.66,249.35,261.8175,0.7576419360017124,2024-04-02,2025-01-19
240402EC,7111402598169,41,253.79,220.81,231.8505,0.6950177674964354,2024-04-02,2024-12-21
240402ED,7417081143053,369,46.68,33.67,35.353500000000004,0.865872755723648,2024-04-02,2025-11-04
241226CA,7118631998839,143,114.2,80.58,84.60900000000001,0.9998779296875,2024-12-26,2026-04-25
240606BA,1319495204239,21,478.65,345.07,362.3235,0.7132778796520862,2024-06-06,2024-12-05
240606BB,9133603908014,370,348.85,217.38,228.249,0.9973192401960784,2024-06-06,2024-07-27
240301AA,2646305542863,305,83.69,60.39,63.4095,0.4646461639065964,2024-03-01,2025-05-26
240301AB,2668380592920,120,425.92,273.24,286.90200000000004,0.8741512493609407,2024-03-01,2025-07-03
240301AC,1887140245119,41,47.43,37.21,39.0705,0.602690554084666,2024-03-01,2025-02-05
241213CA,9882839546088,75,245.8,214.76,225.498,0.9877999111374407,2024-12-13,2026-02-08
240724EA,4243802214885,227,321.05,268.8,282.24,0.9807030420647558,2024-07-24,2025-11-07
240724EB,1110475018705,438,83.67,66.94,70.287,0.8736988929772156,2024-07-24,2025-06-12
240724EC,1374644357806,89,202.07,171.65,180.23250000000002,0.0,2024-07-24,2024-04-02
240920AA,7417081143053,292,46.68,28.68,30.114,0.0,2024-09-20,2024-06-17
240920AB,4266329572283,231,494.87,364.67,382.9035,0.9995671982460834,2024-09-20,2025-05-13
240920AC,7438552944490,205,215.26,151.34,158.907,0.7948879064139673,2024-09-20,2024-11-18
241027CA,7193208938982,122,75.87,66.17,69.47850000000001,0.8875899157248253,2024-10-27,2025-02-25
241028CA,8068700962471,329,308.95,199.34,209.30700000000002,0.96875,2024-10-28,2024-10-31
241028CB,8068700962471,383,308.95,197.53,207.40650000000002,0.999969482421875,2024-10-28,2026-01-01
241028CC,7538675410397,0,220.23,148.73,156.16649999999998,0.9999169319734444,2024-10-28,2026-01-17
240425CA,4266329572283,52,494.87,353.59,371.2695,0.7677586961370026,2024-04-25,2025-11-24
240425CB,6768130244551,264,418.41,278.06,291.963,0.9305088080248787,2024-04-25,2025-02-28
240425CC,1530281751828,181,174.5,137.27,144.13350000000003,0.8318750132685122,2024-04-25,2025-04-28
240425CD,4852979716602,156,53.02,40.18,42.189,0.9349822274881516,2024-04-25,2024-11-22
240425CE,7009664627837,403,292.8,237.57,249.4485,0.9697657181044756,2024-04-25,2025-12-06
241027CA,5524031117940,375,310.66,254.75,267.4875,0.999755859375,2024-10-27,2024-12-02
241027CB,7784851719923,247,21.64,17.77,18.6585,0.99997587809487,2024-10-27,2025-07-06
241027CC,9133603908014,17,348.85,213.78,224.46900000000002,0.9977809135160298,2024-10-27,2025-05-08
241027CD,7111402598169,197,253.79,193.42,203.091,0.0,2024-10-27,2024-09-13
240823BA,5723787941699,170,292.84,223.58,234.75900000000001,0.8666500273872824,2024-08-23,2025-05-22
240823BB,2676489428461,426,56.63,45.55,47.8275,0.9573520377830222,2024-08-23,2025-06-16
240823BC,7534112261015,88,295.41,218.69,229.6245,0.9376836563275609,2024-08-23,2025-05-27
241117DA,2676489428461,142,56.63,50.8,53.339999999999996,0.0,2024-11-17,2024-09-05
240529DA,4852979716602,260,53.02,33.68,35.364000000000004,0.9268680695564516,2024-05-29,2025-10-07
240529DB,9471443645365,50,492.25,344.87,362.11350000000004,0.49654867041925466,2024-05-29,2024-11-06
